filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path,emotional_category,valence,arousal,emotions,psychological_effect,focus,relaxation,motivation,timbre,texture,spatial,dynamics,primary_intent,use_cases
SERGIK x BeJanis - In The Forest.wav,Music 1,129.2,F# minor,11A,6,Chorus -> Drop,180.0,44100,24,2,45.42,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x BeJanis - In The Forest.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
8.12 - haus.mp3,Music 1,123.0,B minor,10A,6,Intro -> Verse -> Drop,126.82,44100,0,2,4.84,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/8.12 - haus.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Cosmic Cadillac.wav,Music 1,80.7,D major,10B,5,Intro -> Verse -> Drop,258.84,44100,24,2,65.32,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cosmic Cadillac.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
OG Coconut - sturdy_uh.wav,Music 1,143.6,E minor,9A,7,Chorus -> Drop,171.43,44100,0,2,28.84,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/OG Coconut - sturdy_uh.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Cold Sweat.wav,Music 1,89.1,A# minor,3A,5,Intro -> Chorus -> Drop,136.17,44100,0,2,45.82,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Cold Sweat.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERIK x Stan The Guitarman - Well Known Treat.wav,Music 1,123.0,D major,10B,6,Chorus -> Drop,285.25,44100,24,2,71.98,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERIK x Stan The Guitarman - Well Known Treat.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK  - It Is What It Is.wav,Music 1,86.1,D major,10B,6,Drop,234.19,48000,24,2,64.32,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - It Is What It Is.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Dat Feelin.wav,Music 1,86.1,D major,10B,6,Drop -> Chorus -> Drop,278.1,44100,24,2,70.18,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dat Feelin.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
_.wav,Music 1,86.1,D major,10B,6,Chorus -> Drop,302.36,44100,24,2,76.3,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/_.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
Ease (0).wav,Music 1,86.1,A minor,8A,5,Drop,91.26,44100,0,2,30.71,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Ease (0).wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Crawling Vines.wav,Music 1,103.4,D major,10B,7,Chorus -> Drop,224.62,48000,24,2,61.69,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Crawling Vines.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Musik Is The Answr.wav,Music 1,86.1,D minor,7A,7,Intro -> Chorus -> Drop,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Musik Is The Answr.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SHAKE THAT ASS FUNKERSIZE.wav,Music 1,86.1,F# minor,11A,9,Drop,384.79,48000,0,2,140.92,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SHAKE THAT ASS FUNKERSIZE.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x OffMedz_ - Around the World.wav,Music 1,123.0,D major,10B,7,Intro -> Drop,201.6,44100,24,2,50.87,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OffMedz_ - Around the World.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Move Somethin 2 Live Crew.m4a,Music 1,,,,,,206.63,44100,0,2,3.19,m4a,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Move Somethin 2 Live Crew.m4a,,,,,,,,,,,,,,
SERGIK - After Party.wav,Music 1,129.2,A major,11B,5,Drop,241.89,44100,24,2,61.04,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After Party.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - All Days.wav,Music 1,129.2,A minor,8A,6,Drop,243.78,44100,24,2,61.52,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All Days.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - GET ON MY VIBE.wav,Music 1,86.1,A minor,8A,6,Drop,235.89,44100,0,2,39.68,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - GET ON MY VIBE.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Sean Hart - Madness In The Summer 111bpm.wav,Music 1,92.3,A major,11B,6,Intro -> Drop,276.76,44100,24,2,69.84,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart - Madness In The Summer 111bpm.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Slick Floyd x Batt Lo ft. Chris Powell- State Of Mind.wav,Music 1,86.1,A minor,8A,7,Drop -> Chorus,267.54,44100,24,2,67.51,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Batt Lo ft. Chris Powell- State Of Mind.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
808 start up!.mp3,Music 1,80.7,A minor,8A,6,Chorus -> Drop,120.05,48000,0,2,4.58,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/808 start up!.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Take A Walk.wav,Music 1,123.0,D major,10B,7,Chorus -> Drop,218.88,48000,24,2,60.12,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Take A Walk.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
DURO - no breakdown no vox 11.30.22.mp3,Music 1,86.1,B minor,10A,6,Intro -> Drop,188.86,48000,0,2,7.2,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DURO - no breakdown no vox 11.30.22.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Happiness 2.wav,Music 1,86.1,D major,10B,6,Drop -> Chorus -> Outro,230.4,48000,24,2,63.28,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Happiness 2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Silent Jay x Van - Viva Ponderosa.wav,Music 1,129.2,G major,9B,5,Drop,228.57,44100,0,2,38.45,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay x Van - Viva Ponderosa.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Pop Musik.wav,Music 1,86.1,A minor,8A,8,Intro -> Drop,246.72,44100,24,2,62.26,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Pop Musik.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Hustle Funkshway V2.wav,Music 1,117.5,A major,11B,7,Intro -> Chorus -> Drop,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hustle Funkshway V2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Money Talk Bs Walk.wav,Music 1,86.1,D major,10B,7,Drop,234.19,44100,24,2,59.1,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Money Talk Bs Walk.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
Tang Wu (0).wav,Music 1,123.0,A major,11B,6,Intro -> Chorus -> Drop,128.78,44100,0,2,21.66,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Tang Wu (0).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Bouncy Bop.wav,Music 1,123.0,A major,11B,6,Intro -> Drop,216.77,44100,0,2,36.47,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bouncy Bop.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Optikz x SERGIK(Vips) - Crowd Control - Trap.wav,Music 1,123.0,A minor,8A,8,Intro -> Verse -> Drop,204.19,44100,24,2,51.53,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - Trap.wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).mp3,Music 1,92.3,,,1,Intro -> Verse -> Outro,264.2,44100,0,2,10.08,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).mp3,calm,0.6,0.2,"peaceful,serene,meditative",meditation,0.9,0.95,0.1,warm,rich,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Game.wav,Music 1,86.1,A major,11B,6,Drop,212.68,44100,24,2,53.67,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Game.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - After After (All Around Flip).wav,Music 1,129.2,D major,10B,6,Drop,240.0,44100,24,2,60.56,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After After (All Around Flip).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Disco 82.wav,Music 1,123.0,D major,10B,5,Drop,218.54,48000,24,2,60.02,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Disco 82.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Feeling Lit.wav,Music 1,123.0,A major,11B,7,Drop,201.6,44100,24,2,50.87,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Feeling Lit.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
9.22.24 Empty 120 BPM Note C.aif,Music 1,117.5,C major,8B,6,Chorus -> Drop,168.0,48000,24,2,46.14,aif,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/9.22.24 Empty 120 BPM Note C.aif,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Goin Backwards.mp3,Music 1,136.0,A minor,8A,7,Intro -> Drop,164.62,44100,0,2,6.28,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Goin Backwards.mp3,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Rise n Shine.wav,Music 1,86.1,D minor,7A,5,Chorus -> Drop,215.27,44100,24,2,54.32,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rise n Shine.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - We Do This.wav,Music 1,129.2,D minor,7A,6,Intro -> Drop,270.0,44100,24,2,68.13,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - We Do This.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK x ESHER - Just Dont 124bpm.wav,Music 1,86.1,D minor,7A,5,Intro -> Chorus -> Drop,282.58,44100,24,2,71.31,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont 124bpm.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
SERGIK - Gypsy - House 1.wav,Music 1,152.0,D minor,7A,7,Intro -> Drop,242.0,44100,24,2,61.07,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - House 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Sean H x Be.Janis - Steppin.wav,Music 1,117.5,A major,11B,6,Drop,309.15,44100,24,2,78.01,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean H x Be.Janis - Steppin.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
heavy dub v7.wav,Music 1,136.0,D minor,7A,6,Drop,181.71,44100,24,2,45.85,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/heavy dub v7.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
"DRE, Dilon Karim - Frustrated (Unreleased).wav",Music 1,143.6,A major,11B,5,Chorus -> Drop,341.3,44100,0,2,57.42,wav,"/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DRE, Dilon Karim - Frustrated (Unreleased).wav",chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
Realm Transfer.wav,Music 1,86.1,D minor,7A,6,Drop -> Outro,213.43,44100,0,2,35.9,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Realm Transfer.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - Life 1.wav,Music 1,117.5,C# minor,12A,6,Intro -> Verse -> Drop,221.74,44100,24,2,55.95,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Life 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Juiced Up.wav,Music 1,86.1,A major,11B,7,Drop,251.43,44100,24,2,63.45,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Juiced Up.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK - Upside Down.wav,Music 1,86.1,D minor,7A,6,Drop,185.81,44100,24,2,46.89,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Upside Down.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Dillon Nathaniel - Moon Glazin.wav,Music 1,86.1,D minor,7A,7,Drop,228.84,48000,24,2,62.85,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dillon Nathaniel - Moon Glazin.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",productivity,0.7,0.5,0.75,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
ARZA - Swear Fo 2.wav,Music 1,92.3,F# minor,11A,6,Drop,194.43,44100,24,2,49.06,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo 2.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK x Jetski - Code Name SERGSKI.wav,Music 1,86.1,D major,10B,6,Drop,247.62,44100,24,2,62.48,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetski - Code Name SERGSKI.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
relaxation.mp3,Music 1,123.0,A minor,8A,4,Drop,135.05,44100,0,2,5.15,mp3,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/relaxation.mp3,chill,0.7,0.4,"relaxed,laid-back,comfortable",study,0.85,0.6,0.4,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK  - Dreamer.wav,Music 1,92.3,A minor,8A,5,Drop,180.43,44100,24,2,45.53,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - Dreamer.wav,chill,0.7,0.4,"relaxed,laid-back,comfortable",background,0.5,0.7,0.3,neutral,balanced,focused,dynamic,background,"cafe,restaurant,lounge,retail"
Sergik - Freaky Up In Here.wav,Music 1,86.1,A major,11B,6,Drop,225.62,44100,0,2,37.96,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Freaky Up In Here.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav,Music 1,117.5,A major,11B,6,Intro -> Drop,304.7,44100,24,2,76.89,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - In The Streets - (Funkshway SRGFLp) 1.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK -Crowd Control (Amerika SRGFLiP).wav,Music 1,92.3,A minor,8A,8,Intro -> Verse -> Drop,201.29,44100,24,2,50.79,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK -Crowd Control (Amerika SRGFLiP).wav,intense,0.6,0.9,"driving,aggressive,powerful",workout,0.5,0.1,0.95,neutral,balanced,focused,dynamic,dance_floor,"club,festival,party,peak time"
SERGIK x Sean Hart - American LOVE (Rebass).wav,Music 1,117.5,D major,10B,6,Intro -> Drop,290.42,44100,24,2,73.29,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart - American LOVE (Rebass).wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
Janis Demo x Andino.wav,Music 1,129.2,A major,11B,6,Drop,335.24,48000,0,2,61.38,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis Demo x Andino.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,creative,"studio,production,writing,design"
SERGIK - Have To Do It.wav,Music 1,86.1,D minor,7A,6,Intro -> Drop,326.4,44100,24,2,82.36,wav,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Have To Do It.wav,groovy,0.8,0.6,"funky,rhythmic,danceable",social,0.4,0.7,0.5,neutral,balanced,focused,dynamic,chill,"home,study,reading,social"
